id,lead_id,visit_date_time,status,visit_note
8360,1120,2026-05-02 17:45:00,scheduled,Site visit is scheduled with the buyer.
8361,1121,2026-01-03 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8362,1129,2026-01-04 11:15:00,scheduled,Site visit is scheduled with the buyer.
8363,1130,2026-01-05 12:30:00,scheduled,Site visit is scheduled with the buyer.
8364,1138,2026-01-06 13:45:00,scheduled,Site visit is scheduled with the buyer.
8365,1139,2026-01-07 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8366,1147,2026-01-08 15:15:00,scheduled,Site visit is scheduled with the buyer.
8367,1148,2026-01-09 16:30:00,scheduled,Site visit is scheduled with the buyer.
8368,1156,2026-01-10 17:45:00,scheduled,Site visit is scheduled with the buyer.
8369,1157,2026-01-11 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8370,1165,2026-01-12 11:15:00,scheduled,Site visit is scheduled with the buyer.
8371,1166,2026-01-13 12:30:00,scheduled,Site visit is scheduled with the buyer.
8372,1174,2026-01-14 13:45:00,scheduled,Site visit is scheduled with the buyer.
8373,1175,2026-01-15 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8374,1183,2026-01-16 15:15:00,scheduled,Site visit is scheduled with the buyer.
8375,1184,2026-01-17 16:30:00,scheduled,Site visit is scheduled with the buyer.
8376,1192,2026-01-18 17:45:00,scheduled,Site visit is scheduled with the buyer.
8377,1193,2026-01-19 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8378,1201,2026-01-20 11:15:00,scheduled,Site visit is scheduled with the buyer.
8379,1202,2026-01-21 12:30:00,scheduled,Site visit is scheduled with the buyer.
8380,1210,2026-01-22 13:45:00,scheduled,Site visit is scheduled with the buyer.
8381,1211,2026-01-23 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8382,1219,2026-01-24 15:15:00,scheduled,Site visit is scheduled with the buyer.
8383,1220,2026-01-25 16:30:00,scheduled,Site visit is scheduled with the buyer.
8384,1228,2026-01-26 17:45:00,scheduled,Site visit is scheduled with the buyer.
8385,1229,2026-01-27 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8386,1237,2026-01-28 11:15:00,scheduled,Site visit is scheduled with the buyer.
8387,1238,2026-01-29 12:30:00,scheduled,Site visit is scheduled with the buyer.
8388,1246,2026-01-30 13:45:00,scheduled,Site visit is scheduled with the buyer.
8389,1247,2026-01-31 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8390,1255,2026-02-01 15:15:00,scheduled,Site visit is scheduled with the buyer.
8391,1256,2026-02-02 16:30:00,scheduled,Site visit is scheduled with the buyer.
8392,1264,2026-02-03 17:45:00,scheduled,Site visit is scheduled with the buyer.
8393,1265,2026-02-04 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8394,1273,2026-02-05 11:15:00,scheduled,Site visit is scheduled with the buyer.
8395,1274,2026-02-06 12:30:00,scheduled,Site visit is scheduled with the buyer.
8396,1282,2026-02-07 13:45:00,scheduled,Site visit is scheduled with the buyer.
8397,1283,2026-02-08 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8398,1291,2026-02-09 15:15:00,scheduled,Site visit is scheduled with the buyer.
8399,1292,2026-02-10 16:30:00,scheduled,Site visit is scheduled with the buyer.
8400,1300,2026-02-11 17:45:00,scheduled,Site visit is scheduled with the buyer.
8401,1301,2026-02-12 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8402,1309,2026-02-13 11:15:00,scheduled,Site visit is scheduled with the buyer.
8403,1310,2026-02-14 12:30:00,scheduled,Site visit is scheduled with the buyer.
8404,1318,2026-02-15 13:45:00,scheduled,Site visit is scheduled with the buyer.
8405,1319,2026-02-16 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8406,1327,2026-02-17 15:15:00,scheduled,Site visit is scheduled with the buyer.
8407,1328,2026-02-18 16:30:00,scheduled,Site visit is scheduled with the buyer.
8408,1336,2026-02-19 17:45:00,scheduled,Site visit is scheduled with the buyer.
8409,1337,2026-02-20 10:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8410,1345,2026-02-21 11:15:00,scheduled,Site visit is scheduled with the buyer.
8411,1346,2026-02-22 12:30:00,scheduled,Site visit is scheduled with the buyer.
8412,1354,2026-02-23 13:45:00,scheduled,Site visit is scheduled with the buyer.
8413,1355,2026-02-24 14:00:00,cancelled,Site visit was cancelled and needs a follow-up.
8414,1363,2026-02-25 15:15:00,scheduled,Site visit is scheduled with the buyer.
